"Suburb","Address","Rooms","Distance","Lattitude","Longtitude","SellerG","Date","Postcode","Bedroom2","Bathroom","YearBuilt","CouncilArea","CarImp","LandsizeImp","sqrt_distance_std","log_landsize_std","lattitude_std","longtitude_std","rooms_cat","year_built_cat","car_cat","Regionname","Type","Method","bath_cat","bed_cat","sell_rate_cat","Price","log_price","price_label","price_label_high"
"Albert Park","3 Herbert St",3,3.3,-37.8443,144.9579,"Cayzer","10/09/2016",3206,3,1,NA,"Port Phillip",1,253,-1.41579722890139,-0.711640838642007,-0.436351880107432,-0.362699752374235,"Medianas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","VB","Pocos_baños","Pocos_dormitorios","Más_populares",1800000,6.25527250510331,TRUE,TRUE
"Albert Park","24 Kerferd Pl",3,3.3,-37.8421,144.9571,"Marshall","10/09/2016",3206,3,2,1900,"Port Phillip",1,90,-1.41579722890139,-2.09246982435356,-0.408734457514411,-0.37040055711411,"Medianas","Antigua","Pocas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",1800000,6.25527250510331,TRUE,TRUE
"Albert Park","44 Draper St",2,3.3,-37.8379,144.9539,"Greg","10/12/2016",3206,2,1,NA,"Port Phillip",0,240,-1.41579722890139,-0.782113876525005,-0.356010287109375,-0.40120377607361,"Pequeñas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","PI","Pocos_baños","Pocos_dormitorios","Más_populares",1810000,6.25767857486918,TRUE,TRUE
"Albert Park","2 Dundas Pl",3,3.3,-37.8415,144.9585,"Cayzer","10/12/2016",3206,3,2,1880,"Port Phillip",1,177,-1.41579722890139,-1.18890152172159,-0.40120243317086,-0.356924148819397,"Medianas","Antigua","Pocas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",2615000,6.41747169320329,TRUE,TRUE
"Albert Park","23 Finlay St",5,3.3,-37.8436,144.9557,"Greg","10/12/2016",3206,5,2,NA,"Port Phillip",1,237,-1.41579722890139,-0.798918720008808,-0.427564518373333,-0.383876965408823,"Grandes","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",2100000,6.32221929473392,TRUE,TRUE
"Albert Park","31 Richardson St",3,3.3,-37.8422,144.949,"hockingstuart","10/12/2016",3206,3,1,NA,"Port Phillip",0,129,-1.41579722890139,-1.61151789278738,-0.409989794904958,-0.448371205105925,"Medianas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1300000,6.11394335230684,TRUE,FALSE
"Albert Park","4a Gatehouse La",3,3.3,-37.8451,144.9511,"Greg","12/06/2016",3206,3,2,2000,"Port Phillip",2,159,-1.41579722890139,-1.33217805853506,-0.446394579232256,-0.428156592663309,"Medianas","Moderna","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",1370000,6.13672056715641,TRUE,TRUE
"Albert Park","70 Barrett St",3,3.3,-37.8445,144.9501,"Greg","15/10/2016",3206,3,2,NA,"Port Phillip",1,228,-1.41579722890139,-0.85064004780106,-0.438862554888615,-0.437782598588221,"Medianas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",2575000,6.41077723337721,TRUE,TRUE
"Albert Park","65 Graham St",2,3.3,-37.8443,144.9481,"Greg","15/10/2016",3206,2,1,1890,"Port Phillip",0,149,-1.41579722890139,-1.41895969303537,-0.436351880107432,-0.457034610437772,"Pequeñas","Antigua","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1322500,6.12139568070722,TRUE,FALSE
"Albert Park","364 Montague St",2,3.3,-37.8424,144.9562,"Greg","15/10/2016",3206,2,1,1890,"Port Phillip",0,141,-1.41579722890139,-1.49268694745391,-0.412500469686142,-0.379063962446504,"Pequeñas","Antigua","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1562500,6.19382002601611,TRUE,TRUE
"Albert Park","86 Mills St",3,3.3,-37.847,144.9575,"RT","16/04/2016",3206,3,2,1900,"Port Phillip",1,211,-1.41579722890139,-0.954160818894143,-0.470245989653546,-0.366550154744036,"Medianas","Antigua","Pocas_plazas","Southern_Metropolitan","h","VB","Muchos_baños","Pocos_dormitorios","Más_populares",2e+06,6.30102999566398,TRUE,TRUE
"Albert Park","129 Kerferd Rd",3,3.3,-37.8468,144.9546,"Greg","18/03/2017",3206,3,1,1900,"Port Phillip",0,209,-1.41579722890139,-0.966884414511186,-0.467735314872362,-0.394465571926253,"Medianas","Antigua","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1900000,6.27875360095283,TRUE,TRUE
"Albert Park","97 Page St",3,3.3,-37.8473,144.9551,"Greg","18/03/2017",3206,3,2,1890,"Port Phillip",0,147,-1.41579722890139,-1.43701358185753,-0.474012001825276,-0.389652568963934,"Medianas","Antigua","Pocas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",3010000,6.47856649559384,TRUE,TRUE
"Albert Park","55 Withers St",4,3.3,-37.8467,144.9475,"Cayzer","18/06/2016",3206,4,3,1910,"Port Phillip",1,327,-1.41579722890139,-0.368870760784716,-0.466479977481725,-0.462810213992883,"Grandes","Antigua","Pocas_plazas","Southern_Metropolitan","h","VB","Muchos_baños","Muchos_dormitorios","Más_populares",2800000,6.44715803134222,TRUE,TRUE
"Albert Park","10/140 Kerferd Rd",2,3.3,-37.846,144.9542,"Greg","22/05/2016",3206,2,1,NA,"Port Phillip",1,159,-1.41579722890139,-1.33217805853506,-0.457692615747538,-0.398315974296328,"Pequeñas","Desconocido","Pocas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Más_populares",647000,5.8109042806687,FALSE,FALSE
"Albert Park","13/52 Moubray St",1,3.3,-37.8421,144.9517,"Marshall","25/02/2017",3206,1,1,1970,"Port Phillip",0,202,-1.41579722890139,-1.0123962222569,-0.408734457514411,-0.422380989108471,"Pequeñas","Antigua","Pocas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Más_populares",442500,5.64591327503384,FALSE,FALSE
"Albert Park","115 Page St",4,3.3,-37.8477,144.9558,"Marshall","25/02/2017",3206,4,2,1910,"Port Phillip",1,330,-1.41579722890139,-0.356670060082901,-0.479033351387733,-0.382914364816304,"Grandes","Antigua","Pocas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",4735000,6.67531998333929,TRUE,TRUE
"Albert Park","32 Page St",2,3.3,-37.846,144.9517,"Greg","25/02/2017",3206,2,1,NA,"Port Phillip",0,136,-1.41579722890139,-1.54092205813592,-0.457692615747538,-0.422380989108471,"Pequeñas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1340000,6.12710479836481,TRUE,TRUE
"Albert Park","34 Richardson St",3,3.3,-37.8429,144.9493,"hockingstuart","25/02/2017",3206,3,1,NA,"Port Phillip",1,202,-1.41579722890139,-1.0123962222569,-0.418777156639146,-0.445483403328096,"Medianas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1801000,6.25551371281953,TRUE,TRUE
"Albert Park","2b Dundas Pl",3,3.3,-37.8415,144.9585,"Chisholm","26/07/2016",3206,3,3,NA,"Port Phillip",1,141,-1.41579722890139,-1.49268694745391,-0.40120243317086,-0.356924148819397,"Medianas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",1532000,6.18525876529659,TRUE,TRUE
"Albert Park","22 Greig St",3,3.3,-37.8413,144.95,"Greg","26/07/2016",3206,3,2,NA,"Port Phillip",2,325,-1.41579722890139,-0.377066905765731,-0.398691758389587,-0.43874519918074,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",3755000,6.57460994134019,TRUE,TRUE
"Albert Park","27 Barrett St",4,3.3,-37.8434,144.9495,"Greg","27/06/2016",3206,3,2,1880,"Port Phillip",1,183,-1.41579722890139,-1.14436514962337,-0.42505384359215,-0.443558202143059,"Grandes","Antigua","Pocas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",2140000,6.33041377334919,TRUE,TRUE
"Albert Park","6 Brooke St",2,3.3,-37.8387,144.9519,"Greg","28/05/2016",3206,2,1,1890,"Port Phillip",0,79,-1.41579722890139,-2.26662896865143,-0.366052986234199,-0.420455787923434,"Pequeñas","Antigua","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",980000,5.9912260756925,TRUE,FALSE
"Albert Park","227a Danks St",3,3.3,-37.8488,144.9551,"hockingstuart","28/08/2016",3206,3,2,NA,"Port Phillip",0,152,-1.41579722890139,-1.39232823095329,-0.492842062684199,-0.389652568963934,"Medianas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",2030000,6.30749603791321,TRUE,TRUE
"Albert Park","17 Reed St",3,3.3,-37.8448,144.9453,"Marshall","28/08/2016",3206,3,2,1890,"Port Phillip",2,147,-1.41579722890139,-1.43701358185753,-0.442628567060436,-0.483987427027471,"Medianas","Antigua","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Pocos_dormitorios","Más_populares",1740000,6.2405492482826,TRUE,TRUE
"Alphington","6 Smith St",4,6.4,-37.7707,145.0318,"Brace","3/09/2016",3078,3,2,1930,"Darebin",4,853,-0.606178390514565,0.912053989407039,0.487576439370312,0.348662085473459,"Grandes","Antigua","Muchas_plazas","Northern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Menos_populares",2e+06,6.30102999566398,TRUE,TRUE
"Alphington","136A Fulham Rd",3,6.4,-37.7713,145.0279,"Jellis","4/03/2017",3078,3,2,NA,"Darebin",2,411,-0.606178390514565,-0.0634244584541637,0.480044415026761,0.311120662366329,"Medianas","Desconocido","Muchas_plazas","Northern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Menos_populares",1492000,6.17376882313665,TRUE,TRUE
"Alphington","44 Shiers St",4,6.4,-37.7717,145.031,"Collins","8/10/2016",3078,4,2,1925,"Darebin",1,599,-0.606178390514565,0.439792238355045,0.475023065464304,0.340961280733584,"Grandes","Antigua","Pocas_plazas","Northern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares",1717500,6.23489674573159,TRUE,TRUE
"Alphington","3/19 Harker St",2,6.4,-37.7791,145.0306,"Miles","12/11/2016",3078,2,1,1960,"Darebin",1,88,-0.606178390514565,-2.1224928280925,0.382128098560329,0.33711087836351,"Pequeñas","Antigua","Pocas_plazas","Northern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Menos_populares",525500,5.72057272036426,FALSE,FALSE
"Alphington","4/2 Miller St",2,6.4,-37.7804,145.0308,"Miles","12/11/2016",3078,2,2,2004,"Darebin",3,155,-0.606178390514565,-1.36621728693986,0.36580871248259,0.339036079548547,"Pequeñas","Moderna","Muchas_plazas","Northern_Metropolitan","t","S","Muchos_baños","Pocos_dormitorios","Menos_populares",805000,5.90579588036787,FALSE,FALSE
"Alphington","2/5 Yarana Rd",2,6.4,-37.7773,145.0314,"McGrath","12/11/2016",3078,2,1,NA,"Darebin",1,597,-0.606178390514565,0.435324115656269,0.404724171591071,0.344811683103385,"Pequeñas","Desconocido","Pocas_plazas","Northern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Menos_populares",465000,5.66745295288995,FALSE,FALSE
"Alphington","44 Naroon Rd",3,6.4,-37.7755,145.0288,"Nelson","16/04/2016",3078,3,1,NA,"Darebin",2,592,-0.606178390514565,0.424087990200199,0.427320244621724,0.319784067698722,"Medianas","Desconocido","Muchas_plazas","Northern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares",1540000,6.18752072083646,TRUE,TRUE
"Alphington","3/98 Grange Rd",2,6.4,-37.7747,145.0264,"Nelson","18/03/2017",3078,2,1,NA,"Darebin",1,183,-0.606178390514565,-1.14436514962337,0.437362943746459,0.296681653479098,"Pequeñas","Desconocido","Pocas_plazas","Northern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Menos_populares",820000,5.91381385238372,FALSE,FALSE
"Alphington","10 Bennett St",4,6.4,-37.7743,145.0316,"Nelson","19/11/2016",3078,4,2,1970,"Darebin",2,606,-0.606178390514565,0.455314026385712,0.442384293308916,0.346736884288422,"Grandes","Antigua","Muchas_plazas","Northern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares",1830000,6.26245108973043,TRUE,TRUE
"Alphington","38 Bennett St",4,6.4,-37.7723,145.0319,"Nelson","19/11/2016",3078,4,2,2008,"Darebin",2,575,-0.606178390514565,0.385162449140242,0.467491041120753,0.349624686065977,"Grandes","Moderna","Muchas_plazas","Northern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares",2100000,6.32221929473392,TRUE,TRUE
"Alphington","2c Hamilton St",3,6.4,-37.7802,145.0243,"hockingstuart","22/05/2016",3078,3,1,2010,"Darebin",1,180,-0.606178390514565,-1.16644775886317,0.368319387263774,0.276467041037028,"Medianas","Moderna","Pocas_plazas","Northern_Metropolitan","h","SP","Pocos_baños","Pocos_dormitorios","Menos_populares",865000,5.93701610746481,FALSE,FALSE
"Alphington","5/5 Yarana Rd",2,6.4,-37.7773,145.0314,"Nelson","22/05/2016",3078,2,1,1960,"Darebin",1,597,-0.606178390514565,0.435324115656269,0.404724171591071,0.344811683103385,"Pequeñas","Antigua","Pocas_plazas","Northern_Metropolitan","u","VB","Pocos_baños","Pocos_dormitorios","Menos_populares",390000,5.5910646070265,FALSE,FALSE
"Alphington","7/7 Chandler Hwy",2,6.4,-37.7848,145.025,"Brace","24/09/2016",3078,0,1,NA,"Yarra",0,528,-0.606178390514565,0.271239486040506,0.310573867296459,0.283205245184385,"Pequeñas","Desconocido","Pocas_plazas","Northern_Metropolitan","t","SP","Pocos_baños","Pocos_dormitorios","Menos_populares",650000,5.81291335664286,FALSE,FALSE
"Alphington","1/14 Fulham Rd",2,6.4,-37.7805,145.0262,"Love","25/02/2017",3078,2,1,1965,"Darebin",1,180,-0.606178390514565,-1.16644775886317,0.364553375091953,0.29475645229406,"Pequeñas","Antigua","Pocas_plazas","Northern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Menos_populares",512000,5.70926996097583,FALSE,FALSE
"Alphington","22 Lowther St",3,6.4,-37.7792,145.029,"Barry","27/06/2016",3078,3,1,NA,"Yarra",2,979,-0.606178390514565,1.096113022745,0.380872761169692,0.32170926888376,"Medianas","Desconocido","Muchas_plazas","Northern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares",1165000,6.06632592536204,TRUE,FALSE
"Alphington","11 Margaret Gr",4,6.4,-37.7844,145.0225,"McGrath","27/11/2016",3078,4,2,1930,"Yarra",2,556,-0.606178390514565,0.34027160977163,0.315595216858827,0.259140230372241,"Grandes","Antigua","Muchas_plazas","Northern_Metropolitan","h","SP","Muchos_baños","Muchos_dormitorios","Menos_populares",1900000,6.27875360095283,TRUE,TRUE
"Alphington","6 Naroon Rd",3,6.4,-37.7781,145.0284,"McGrath","28/08/2016",3078,3,0,NA,"Darebin",0,597,-0.606178390514565,0.435324115656269,0.394681472466247,0.315933665328922,"Medianas","Desconocido","Pocas_plazas","Northern_Metropolitan","h","SP","Pocos_baños","Pocos_dormitorios","Menos_populares",1485000,6.17172645365323,TRUE,TRUE
"Alphington","42 Shiers St",4,6.4,-37.7719,145.0309,"Jellis","30/07/2016",3078,4,2,1920,"Darebin",3,589,-0.606178390514565,0.417300672764863,0.47251239068312,0.339998680141065,"Grandes","Antigua","Muchas_plazas","Northern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares",1950000,6.29003461136252,TRUE,TRUE
"Altona","59 Bracken Gr",5,13.8,-37.8721,144.8105,"Greg","3/12/2016",3018,5,3,2005,"Hobsons Bay",3,729,0.738978527259031,0.702192454378768,-0.785335674692858,-1.78157302569955,"Grandes","Moderna","Muchas_plazas","Western_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares",1525000,6.1832698436828,TRUE,TRUE
"Altona","1/123 Blyth St",2,13.8,-37.8687,144.8197,"hockingstuart","4/02/2016",3018,2,1,2013,"Hobsons Bay",2,292,0.738978527259031,-0.520110783458949,-0.742654203412557,-1.69301377119058,"Pequeñas","Moderna","Muchas_plazas","Western_Metropolitan","t","S","Pocos_baños","Pocos_dormitorios","Menos_populares",720000,5.85733249643127,FALSE,FALSE
"Altona","4 Blyth St",3,13.8,-37.8693,144.8375,"Barlow","4/03/2017",3018,3,1,1930,"Hobsons Bay",2,506,0.738978527259031,0.214381226848382,-0.750186227756197,-1.52167086572802,"Medianas","Antigua","Muchas_plazas","Western_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares",1120000,6.04921802267018,TRUE,FALSE
"Altona","29 Rose St",4,13.8,-37.8681,144.819,"Greg","4/06/2016",3018,4,3,1962,"Hobsons Bay",6,1057,0.738978527259031,1.19852607357669,-0.735122179069006,-1.69975197533821,"Grandes","Antigua","Muchas_plazas","Western_Metropolitan","h","SP","Muchos_baños","Muchos_dormitorios","Menos_populares",1780000,6.25042000230889,TRUE,TRUE
"Altona","1/170 Blyth St",3,13.8,-37.8702,144.8143,"Barlow","6/08/2016",3018,2,1,1955,"Hobsons Bay",2,311,0.738978527259031,-0.435892585068157,-0.761484264271479,-1.74499420318494,"Medianas","Antigua","Muchas_plazas","Western_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Menos_populares",630000,5.79934054945358,FALSE,FALSE
"Altona","5/35 Grieve Pde",2,13.8,-37.8693,144.8171,"hockingstuart","6/08/2016",3018,2,1,NA,"Hobsons Bay",1,65,0.738978527259031,-2.52722355611349,-0.750186227756197,-1.71804138659524,"Pequeñas","Desconocido","Pocas_plazas","Western_Metropolitan","u","SP","Pocos_baños","Pocos_dormitorios","Menos_populares",406000,5.60852603357719,FALSE,FALSE
"Altona","156 Maidstone St",3,13.8,-37.8616,144.8116,"Greg","7/05/2016",3018,3,1,1955,"Hobsons Bay",1,602,0.738978527259031,0.446466527548781,-0.653525248680402,-1.77098441918212,"Medianas","Antigua","Pocas_plazas","Western_Metropolitan","h","VB","Pocos_baños","Pocos_dormitorios","Menos_populares",660000,5.81954393554187,FALSE,FALSE
"Altona","11 Keeshan Ct",3,13.8,-37.8594,144.817,"Greg","7/11/2016",3018,3,1,NA,"Hobsons Bay",1,530,0.738978527259031,0.276290408660474,-0.625907826087292,-1.71900398718776,"Medianas","Desconocido","Pocas_plazas","Western_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares",683500,5.83473851890384,FALSE,FALSE
"Altona","1/136 Queen St",2,13.8,-37.8696,144.827,"Barlow","8/10/2016",3018,2,1,1988,"Hobsons Bay",1,225,0.738978527259031,-0.868335239496183,-0.753952239927928,-1.62274392793918,"Pequeñas","Moderna","Pocas_plazas","Western_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Menos_populares",580000,5.76342799356294,FALSE,FALSE
"Altona","173 Queen St",3,13.8,-37.8697,144.8249,"hockingstuart","8/10/2016",3018,3,1,1953,"Hobsons Bay",4,777,0.738978527259031,0.787382580369652,-0.755207577318565,-1.64295854038125,"Medianas","Antigua","Muchas_plazas","Western_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares",1335000,6.12548126570059,TRUE,TRUE
"Altona","1/265 Queen St",3,13.8,-37.8734,144.8143,"hockingstuart","8/10/2016",3018,3,2,1997,"Hobsons Bay",2,280,0.738978527259031,-0.576173587169617,-0.801655060770508,-1.74499420318494,"Medianas","Moderna","Muchas_plazas","Western_Metropolitan","t","SP","Muchos_baños","Pocos_dormitorios","Menos_populares",8e+05,5.90308998699194,FALSE,FALSE
"Altona","3/26 Grieve Pde",2,13.8,-37.8686,144.8182,"Village","10/09/2016",3018,2,1,1990,"Hobsons Bay",1,127,0.738978527259031,-1.63239280877112,-0.74139886602201,-1.70745278007808,"Pequeñas","Moderna","Pocas_plazas","Western_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Menos_populares",510000,5.70757017609794,FALSE,FALSE
"Altona","261 Queen St",4,13.8,-37.8733,144.8147,"Barlow","10/09/2016",3018,4,2,NA,"Hobsons Bay",2,695,0.738978527259031,0.638384129138611,-0.800399723379961,-1.74114380081514,"Grandes","Desconocido","Muchas_plazas","Western_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares",1070000,6.02938377768521,TRUE,FALSE
"Altona","4/5 Rose St",2,13.8,-37.871,144.8185,"hockingstuart","10/09/2016",3018,2,1,1980,"Hobsons Bay",2,115,0.738978527259031,-1.76499420120752,-0.771526963396303,-1.70456497830053,"Pequeñas","Moderna","Muchas_plazas","Western_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Menos_populares",425000,5.62838893005031,FALSE,FALSE
"Altona","1/60 David St",3,13.8,-37.8646,144.827,"Jas","10/12/2016",3018,3,2,NA,"Hobsons Bay",2,230,0.738978527259031,-0.838972135717128,-0.691185370398247,-1.62274392793918,"Medianas","Desconocido","Muchas_plazas","Western_Metropolitan","u","S","Muchos_baños","Pocos_dormitorios","Menos_populares",605000,5.78175537465247,FALSE,FALSE
"Altona","111/112 Pier St",2,13.8,-37.8659,144.831,"hockingstuart","11/02/2017",3018,2,1,NA,"Hobsons Bay",1,70,0.738978527259031,-2.4282177181504,-0.707504756475985,-1.58423990423926,"Pequeñas","Desconocido","Pocas_plazas","Western_Metropolitan","u","SP","Pocos_baños","Pocos_dormitorios","Menos_populares",440000,5.64345267648619,FALSE,FALSE
